epoch:0, lr:4.9956038685956356e-05, train_loss:0.803425, test_loss:0.694255

epoch:1, lr:9.991207737191271e-05, train_loss:0.635310, test_loss:0.590031

epoch:2, lr:0.00014986811605786907, train_loss:0.564068, test_loss:0.545007

epoch:3, lr:0.00019982415474382542, train_loss:0.532328, test_loss:0.522020

epoch:4, lr:0.0002497801934297818, train_loss:0.515435, test_loss:0.506960

epoch:5, lr:0.00029973623211573813, train_loss:0.503298, test_loss:0.495325

epoch:6, lr:0.0003496922708016945, train_loss:0.494079, test_loss:0.485885

epoch:7, lr:0.00039964830948765085, train_loss:0.487137, test_loss:0.477836

epoch:8, lr:0.00044960434817360723, train_loss:0.481514, test_loss:0.475776

epoch:9, lr:0.0004995603868595636, train_loss:0.476815, test_loss:0.470046

epoch:10, lr:0.0005495164255455199, train_loss:0.473119, test_loss:0.467411

epoch:11, lr:0.0005994724642314763, train_loss:0.469625, test_loss:0.463536

epoch:12, lr:0.0006494285029174327, train_loss:0.466719, test_loss:0.460924

epoch:13, lr:0.000699384541603389, train_loss:0.464403, test_loss:0.460049

epoch:14, lr:0.0007493405802893454, train_loss:0.461895, test_loss:0.456419

epoch:15, lr:0.0007992966189753017, train_loss:0.460214, test_loss:0.457136

epoch:16, lr:0.0008492526576612581, train_loss:0.458340, test_loss:0.454337

epoch:17, lr:0.0008992086963472145, train_loss:0.456660, test_loss:0.451654

epoch:18, lr:0.0009491647350331708, train_loss:0.455480, test_loss:0.450774

epoch:19, lr:0.0009991207737191272, train_loss:0.454108, test_loss:0.448889

epoch:20, lr:0.0009999835389594169, train_loss:0.452946, test_loss:0.447398

epoch:21, lr:0.0009999329720656587, train_loss:0.451496, test_loss:0.446709

epoch:22, lr:0.0009998482974852905, train_loss:0.450142, test_loss:0.445340

epoch:23, lr:0.000999729520995195, train_loss:0.448965, test_loss:0.444442

epoch:24, lr:0.000999576650698841, train_loss:0.447921, test_loss:0.442851

epoch:25, lr:0.0009993896970257312, train_loss:0.447087, test_loss:0.442436

epoch:26, lr:0.0009991686727306897, train_loss:0.446174, test_loss:0.441425

epoch:27, lr:0.0009989135928929929, train_loss:0.445330, test_loss:0.440626

epoch:28, lr:0.00099862447491534, train_loss:0.444592, test_loss:0.440283

epoch:29, lr:0.000998301338522666, train_loss:0.444018, test_loss:0.439374

epoch:30, lr:0.000997944205760796, train_loss:0.443469, test_loss:0.438557

epoch:31, lr:0.0009975531009949407, train_loss:0.442939, test_loss:0.438645

epoch:32, lr:0.0009971280509080349, train_loss:0.442385, test_loss:0.438136

epoch:33, lr:0.0009966690844989165, train_loss:0.441892, test_loss:0.437123

epoch:34, lr:0.0009961762330803479, train_loss:0.441368, test_loss:0.436885

epoch:35, lr:0.0009956495302768798, train_loss:0.440908, test_loss:0.436163

epoch:36, lr:0.0009950890120225583, train_loss:0.440535, test_loss:0.436296

epoch:37, lr:0.0009944947165584713, train_loss:0.440172, test_loss:0.435656

epoch:38, lr:0.0009938666844301414, train_loss:0.439830, test_loss:0.435338

epoch:39, lr:0.0009932049584847583, train_loss:0.439539, test_loss:0.435076

epoch:40, lr:0.0009925095838682562, train_loss:0.439079, test_loss:0.434710

epoch:41, lr:0.0009917806080222344, train_loss:0.438792, test_loss:0.434488

epoch:42, lr:0.0009910180806807192, train_loss:0.438399, test_loss:0.434047

epoch:43, lr:0.0009902220538667717, train_loss:0.438196, test_loss:0.433933

epoch:44, lr:0.0009893925818889387, train_loss:0.437805, test_loss:0.433177

epoch:45, lr:0.000988529721337547, train_loss:0.437619, test_loss:0.433358

epoch:46, lr:0.0009876335310808424, train_loss:0.437411, test_loss:0.433411

epoch:47, lr:0.0009867040722609747, train_loss:0.437131, test_loss:0.432754

epoch:48, lr:0.0009857414082898245, train_loss:0.436975, test_loss:0.432700

epoch:49, lr:0.0009847456048446789, train_loss:0.436615, test_loss:0.432108

epoch:50, lr:0.0009837167298637484, train_loss:0.436476, test_loss:0.432218

epoch:51, lr:0.0009826548535415342, train_loss:0.436282, test_loss:0.432123

epoch:52, lr:0.0009815600483240377, train_loss:0.436026, test_loss:0.431480

epoch:53, lr:0.0009804323889038183, train_loss:0.435811, test_loss:0.431950

epoch:54, lr:0.0009792719522148975, train_loss:0.435758, test_loss:0.431324

epoch:55, lr:0.0009780788174275107, train_loss:0.435537, test_loss:0.430987

epoch:56, lr:0.000976853065942705, train_loss:0.435273, test_loss:0.431191

epoch:57, lr:0.0009755947813867858, train_loss:0.435133, test_loss:0.430512

epoch:58, lr:0.0009743040496056119, train_loss:0.434941, test_loss:0.430393

epoch:59, lr:0.0009729809586587386, train_loss:0.434839, test_loss:0.430238

epoch:60, lr:0.0009716255988134091, train_loss:0.434758, test_loss:0.430026

epoch:61, lr:0.0009702380625383973, train_loss:0.434501, test_loss:0.429930

epoch:62, lr:0.0009688184444976984, train_loss:0.434308, test_loss:0.429675

epoch:63, lr:0.0009673668415440705, train_loss:0.434196, test_loss:0.430154

epoch:64, lr:0.000965883352712427, train_loss:0.434044, test_loss:0.429741

